symbol,name,tier,score,inst,tech,trend,rsi,bias,atr,f_days,t_days,ma20,ma60,price,today_chg,can_trade,ma20_above
2382,廣達,1,42.0,50,45,25,63.9,4.8,3.96,4,0,307.0,292.0,322.0,-3.88,True,True
