symbol,name,date,entry_price,rsi,mom,score,adx,atr,ma20,ma20_broken,return_pct,exit_reason
8046,力成,2022-01-17,460.39,35.3,2.13,43,18.0,16.26,484.93,True,-7.102,stop_loss
8046,力成,2022-02-07,416.79,40.3,-9.13,38,31.3,19.71,460.24,True,10.46,hold_expired
8046,力成,2022-04-27,356.63,31.1,-10.8,35,36.6,18.65,409.01,True,-3.423,hold_expired
8046,力成,2022-05-04,347.47,30.8,-1.85,35,29.6,16.5,386.69,True,-0.125,hold_expired
8046,力成,2022-05-06,350.09,32.7,1.65,35,21.3,16.97,377.73,True,1.494,hold_expired
8046,力成,2022-07-06,219.46,33.0,-11.15,35,47.5,16.24,263.01,True,4.321,hold_expired
8046,力成,2022-07-08,236.62,40.9,7.38,45,37.2,16.63,254.06,True,-3.435,hold_expired
8046,力成,2022-07-12,215.4,36.5,-3.44,35,31.2,15.76,246.06,True,18.239,hold_expired
8046,力成,2022-07-14,223.08,32.6,-1.79,35,25.0,16.2,240.0,True,10.121,hold_expired
8046,力成,2022-10-05,181.08,33.6,7.22,50,36.6,8.68,192.46,True,-11.222,stop_loss
8046,力成,2022-10-07,184.24,41.3,7.94,40,24.3,8.71,189.16,True,-8.088,stop_loss
8046,力成,2023-07-12,244.87,32.5,-2.68,38,19.5,6.63,255.98,True,8.251,take_profit
8046,力成,2024-04-24,187.14,39.7,7.16,45,20.4,5.91,187.98,True,-6.17,stop_loss
8046,力成,2024-04-26,180.88,37.7,9.62,45,18.9,6.22,186.54,True,0.532,hold_expired
8046,力成,2024-08-16,147.2,35.3,4.95,45,34.8,8.39,157.83,True,-1.01,hold_expired
8046,力成,2024-08-20,147.2,41.4,2.41,35,29.6,7.43,153.99,True,-1.01,hold_expired
8046,力成,2024-09-13,132.82,35.1,5.1,50,27.6,5.31,137.93,True,3.731,hold_expired
8046,力成,2024-09-18,131.83,31.6,9.02,45,22.6,5.31,136.42,True,7.143,hold_expired
8046,力成,2024-12-17,108.04,33.3,-2.68,35,26.1,3.93,115.26,True,11.927,take_profit
8046,力成,2025-04-17,88.02,31.8,5.46,50,64.8,6.89,103.71,True,9.91,hold_expired
8046,力成,2025-04-21,84.55,33.4,-3.72,35,57.4,6.34,99.48,True,15.826,hold_expired
8046,力成,2025-11-24,247.0,38.4,-9.36,48,18.4,15.61,275.77,True,8.907,hold_expired
8046,力成,2026-01-05,241.5,42.7,-2.03,38,25.5,9.18,252.75,True,8.282,hold_expired
8081,致茂,2022-02-07,171.1,30.8,-3.59,38,20.3,5.01,183.09,True,13.816,hold_expired
8081,致茂,2022-07-08,123.93,40.0,6.38,45,36.2,6.13,132.45,True,-7.667,stop_loss
8081,致茂,2022-07-12,106.58,30.8,-11.03,35,34.1,6.53,128.21,True,17.829,hold_expired
8081,致茂,2022-07-14,116.08,38.3,-1.4,35,27.8,6.83,124.64,True,6.762,hold_expired
8081,致茂,2022-07-18,119.38,44.9,4.33,40,25.3,6.61,122.46,True,2.422,hold_expired
8081,致茂,2022-10-05,103.27,39.4,7.76,45,20.4,3.84,106.91,True,-9.2,stop_loss
8081,致茂,2024-08-12,218.67,35.0,7.08,58,32.7,9.89,234.73,True,-3.838,hold_expired
8081,致茂,2024-08-14,211.21,34.5,-2.79,43,25.9,9.62,230.46,True,0.442,hold_expired
8081,致茂,2024-08-16,209.81,34.9,-2.17,38,21.2,9.16,225.24,True,1.778,hold_expired
8081,致茂,2024-08-20,210.28,37.4,-4.25,38,20.7,8.33,221.07,True,1.33,hold_expired
8081,致茂,2025-04-11,191.16,31.4,-13.87,43,35.4,10.32,216.94,True,0.732,hold_expired
8081,致茂,2025-04-15,201.42,36.6,10.77,58,36.1,10.92,214.12,True,-1.62,hold_expired
8081,致茂,2025-04-17,200.95,40.5,8.84,53,30.4,11.52,211.14,True,1.16,hold_expired
8081,致茂,2025-04-21,194.42,39.6,0.0,43,27.1,11.42,207.48,True,5.995,hold_expired
8131,立端,2025-04-15,24.77,31.9,6.97,50,34.4,1.04,26.91,True,0.0,hold_expired
8131,立端,2025-04-17,24.34,32.6,0.2,40,30.6,1.05,26.39,True,2.729,hold_expired
8131,立端,2025-04-21,24.39,35.3,1.58,40,27.6,1.05,25.92,True,3.502,hold_expired
8131,立端,2026-02-25,70.5,36.7,7.14,63,18.1,4.59,72.19,True,-13.901,stop_loss
8131,立端,2026-03-04,60.7,31.7,-14.51,43,26.2,4.34,71.11,True,4.119,hold_expired
8150,合新,2022-07-18,30.22,42.4,3.24,40,38.4,1.32,31.65,True,1.143,hold_expired
8150,合新,2022-10-05,26.73,37.4,5.81,45,19.3,0.73,27.46,True,-4.685,stop_loss
8150,合新,2024-08-12,37.23,41.3,7.75,40,22.3,1.39,38.33,True,-4.108,hold_expired
8150,合新,2025-04-11,24.52,33.6,-12.01,35,40.8,1.31,27.54,True,-3.704,hold_expired
8150,合新,2025-04-15,24.85,34.2,9.94,50,39.7,1.42,27.06,True,-1.538,hold_expired
8150,合新,2025-04-17,24.28,34.9,8.55,50,33.0,1.46,26.51,True,3.74,hold_expired
8150,合新,2025-04-21,23.75,35.3,-1.78,35,32.9,1.47,25.94,True,6.036,hold_expired
8150,合新,2025-12-02,43.85,32.5,-1.13,68,28.4,3.09,42.05,False,4.105,hold_expired
8261,富鼎,2022-05-04,84.36,44.7,5.82,40,21.3,3.12,84.46,True,7.5,hold_expired
8261,富鼎,2022-07-14,91.54,33.8,3.0,53,32.1,5.6,97.15,True,8.738,hold_expired
8261,富鼎,2024-08-12,70.62,37.4,6.36,50,28.8,3.16,75.06,True,3.804,hold_expired
8261,富鼎,2025-01-21,77.82,30.4,-1.1,38,24.9,2.18,83.24,True,11.961,take_profit
8261,富鼎,2025-04-15,68.99,30.3,7.31,50,44.7,4.79,76.82,True,-2.782,hold_expired
8261,富鼎,2025-04-17,67.17,31.3,5.58,50,45.3,4.35,75.34,True,5.143,hold_expired
8261,富鼎,2025-04-21,66.21,32.6,0.58,40,45.2,4.55,73.86,True,6.812,hold_expired
8261,富鼎,2025-11-20,91.0,33.3,-5.41,38,18.5,3.19,97.11,True,0.22,hold_expired
8261,富鼎,2025-11-26,90.8,35.2,2.48,43,20.1,2.67,94.56,True,-1.101,hold_expired
8454,M31,2022-02-21,678.82,43.7,0.45,35,54.5,40.66,766.19,True,-9.865,stop_loss
8454,M31,2022-02-23,611.85,38.5,-9.87,35,43.7,36.14,729.96,True,-9.95,hold_expired
8454,M31,2022-02-25,598.46,37.0,-12.62,35,30.6,31.88,696.42,True,-9.359,stop_loss
8454,M31,2022-03-14,546.71,35.1,-0.77,35,39.6,32.96,612.77,True,3.675,hold_expired
8454,M31,2022-03-16,529.66,36.9,-4.19,35,35.3,30.79,596.08,True,4.598,hold_expired
8454,M31,2022-03-18,536.97,36.2,1.61,40,26.7,30.48,581.29,True,10.204,hold_expired
8454,M31,2022-03-22,538.19,41.6,5.62,40,22.2,27.44,567.11,True,6.448,hold_expired
8454,M31,2022-05-04,468.17,31.1,-16.77,35,28.0,30.01,559.01,True,-3.771,hold_expired
8454,M31,2022-10-05,425.12,35.5,6.54,58,33.5,16.62,448.09,True,-7.368,stop_loss
8454,M31,2022-10-07,410.2,34.4,3.0,43,24.6,17.05,439.44,True,-10.636,stop_loss
8454,M31,2022-10-12,387.83,31.2,-6.31,38,22.0,18.06,428.06,True,-7.596,stop_loss
8454,M31,2022-10-14,375.89,33.4,-10.8,43,26.1,18.17,417.34,True,-8.829,stop_loss
8454,M31,2022-10-18,384.1,40.7,-2.46,33,23.6,18.41,408.99,True,-10.777,stop_loss
8454,M31,2022-10-26,357.99,30.4,-4.38,35,27.8,18.57,383.63,True,-8.542,stop_loss
8454,M31,2023-05-23,529.53,36.3,-0.84,38,21.8,14.7,560.71,True,-2.113,hold_expired
8454,M31,2025-04-15,292.63,32.6,0.94,35,23.4,13.93,316.62,True,0.779,hold_expired
8464,億光,2022-03-18,267.42,35.0,-0.62,35,25.2,11.04,282.95,True,2.181,hold_expired
8464,億光,2022-10-05,225.39,38.6,1.96,35,18.4,8.14,233.65,True,-8.269,stop_loss
8464,億光,2024-09-05,430.1,42.4,-2.1,58,18.2,18.06,417.55,False,3.004,hold_expired
8464,億光,2024-11-19,387.18,32.9,-1.29,43,29.1,17.47,423.71,True,-3.576,hold_expired
8464,億光,2024-11-25,390.87,43.7,2.17,43,26.4,16.25,408.87,True,-3.66,hold_expired
8464,億光,2024-11-27,373.8,31.1,-0.98,38,24.1,13.91,401.93,True,-1.111,hold_expired
8464,億光,2024-11-29,369.18,36.7,-4.65,38,20.3,12.56,395.19,True,-1.25,hold_expired
8464,億光,2025-04-11,329.63,37.9,-13.13,35,30.6,19.92,363.23,True,-1.163,hold_expired
8464,億光,2025-04-15,349.75,40.5,11.62,45,25.7,21.36,359.83,True,0.137,hold_expired
8464,億光,2025-04-17,334.9,41.3,8.04,40,20.6,22.07,355.39,True,11.016,hold_expired
8464,億光,2025-10-16,383.77,30.5,-6.21,38,21.0,14.44,412.4,True,-5.868,hold_expired
8464,億光,2025-10-20,380.42,33.9,-1.49,38,20.0,14.03,406.69,True,-5.793,stop_loss
9914,美利肯,2022-03-24,220.41,39.7,1.01,43,19.6,9.68,234.34,True,-8.982,stop_loss
9914,美利肯,2022-07-20,199.74,31.2,-1.94,35,30.9,9.24,216.26,True,1.322,hold_expired
9914,美利肯,2022-07-22,204.57,38.2,6.9,45,20.4,9.08,213.31,True,-1.505,hold_expired
9914,美利肯,2023-10-02,170.04,40.0,-1.9,38,21.4,4.91,178.57,True,-0.277,hold_expired
9914,美利肯,2024-11-27,152.6,38.8,2.6,35,19.0,5.55,159.17,True,1.582,hold_expired
9914,美利肯,2025-04-15,128.94,32.9,5.95,50,50.2,8.24,145.35,True,-0.375,hold_expired
9914,美利肯,2025-04-17,127.0,33.3,5.62,50,40.5,8.04,141.47,True,3.042,hold_expired
9914,美利肯,2025-04-21,122.66,30.1,-3.05,35,34.9,7.93,137.27,True,3.937,hold_expired
9914,美利肯,2025-04-23,122.18,38.4,-4.53,35,33.3,7.69,133.5,True,2.767,hold_expired
9914,美利肯,2025-06-30,99.48,36.4,5.64,45,19.2,3.6,103.95,True,-0.485,hold_expired
9914,美利肯,2025-08-12,107.5,37.4,-6.07,55,21.3,5.39,106.67,False,1.86,hold_expired
9914,美利肯,2026-04-17,60.9,34.0,2.53,35,19.0,2.01,64.07,True,-5.583,stop_loss
9921,巨大,2024-11-29,148.83,38.0,0.66,40,25.8,4.48,156.76,True,-0.987,hold_expired
9921,巨大,2025-04-11,120.92,31.6,-13.94,35,44.7,7.1,140.19,True,3.239,hold_expired
9921,巨大,2025-04-15,130.72,40.4,14.1,45,42.8,7.41,137.59,True,-4.12,hold_expired
9921,巨大,2025-04-17,128.76,42.2,13.36,45,30.1,7.73,135.37,True,-0.76,hold_expired
9921,巨大,2025-06-26,105.75,31.0,1.41,35,19.8,3.74,109.57,True,2.315,hold_expired
9921,巨大,2025-08-26,103.0,38.6,1.64,35,18.5,3.43,106.81,True,0.485,hold_expired
9921,巨大,2026-03-16,74.8,32.7,-0.27,35,30.2,3.06,80.43,True,-6.283,stop_loss
2897,王道銀,2022-05-20,7.27,30.1,0.23,43,19.3,0.21,7.66,True,2.317,hold_expired
