symbol,name,date,entry_price,rsi,mom,score,adx,atr,ma20,ma20_broken,return_pct,exit_reason
2330,台積電,2022-07-08,436.04,39.3,2.98,35,20.1,12.3,451.48,True,5.139,hold_expired
2330,台積電,2022-10-05,417.9,39.0,1.6,35,19.3,10.23,429.93,True,-9.775,stop_loss
2330,台積電,2022-11-01,367.65,39.5,5.53,45,18.5,10.97,377.33,True,4.087,hold_expired
2330,台積電,2024-08-06,855.92,33.4,-6.38,43,26.8,42.1,951.14,True,7.159,hold_expired
2330,台積電,2024-08-08,871.48,41.9,-6.67,38,30.0,42.31,938.54,True,8.594,hold_expired
2330,台積電,2025-03-18,956.72,31.2,0.47,43,18.5,23.02,1003.85,True,-1.339,hold_expired
2330,台積電,2025-04-15,864.11,37.2,7.48,45,21.7,37.86,908.27,True,-6.956,stop_loss
2317,鴻海,2024-08-12,169.83,33.5,4.76,53,36.6,10.34,185.34,True,4.261,hold_expired
2317,鴻海,2025-04-11,129.79,34.8,-12.38,35,44.6,7.82,147.76,True,-1.859,hold_expired
2317,鴻海,2025-04-15,134.61,36.1,11.6,50,40.5,8.41,144.86,True,-2.151,hold_expired
2317,鴻海,2025-04-17,129.79,39.0,8.91,50,34.0,8.55,141.73,True,5.948,hold_expired
2317,鴻海,2025-04-21,131.72,39.9,-1.44,35,31.1,8.0,138.93,True,3.663,hold_expired
2454,聯發科,2022-03-18,714.93,31.8,0.62,48,27.7,29.56,754.8,True,-5.882,hold_expired
2454,聯發科,2022-03-22,719.35,40.5,7.85,48,22.7,27.4,743.85,True,-6.462,stop_loss
2454,聯發科,2022-07-08,528.08,31.1,6.37,50,39.8,25.25,566.95,True,1.69,hold_expired
2454,聯發科,2022-07-12,498.06,35.4,-0.16,35,35.9,23.35,552.51,True,16.612,hold_expired
2454,聯發科,2022-12-23,535.38,31.6,0.0,40,19.4,15.7,567.82,True,-4.697,stop_loss
2454,聯發科,2023-01-03,522.4,33.9,-1.08,38,19.8,15.18,546.53,True,9.783,take_profit
2454,聯發科,2023-01-05,511.85,37.9,-1.1,38,20.4,13.62,539.47,True,9.984,take_profit
2454,聯發科,2023-05-05,547.54,44.1,1.96,38,20.2,15.82,564.13,True,0.741,hold_expired
2454,聯發科,2024-08-08,1050.7,37.8,-5.51,43,38.5,62.8,1170.42,True,12.556,hold_expired
2454,聯發科,2024-08-12,1107.24,41.2,18.57,53,26.8,62.13,1144.27,True,3.83,hold_expired
2454,聯發科,2025-04-11,1332.43,43.4,-3.48,33,20.1,67.0,1361.29,True,-6.137,hold_expired
2454,聯發科,2025-04-15,1332.43,40.7,9.92,48,18.1,69.06,1361.05,True,-3.971,hold_expired
2454,聯發科,2025-10-09,1319.42,32.1,4.67,48,22.5,36.09,1368.72,True,-0.372,hold_expired
2454,聯發科,2025-10-14,1280.18,35.4,-1.14,38,22.0,34.68,1351.55,True,-0.766,hold_expired
2454,聯發科,2026-04-09,1575.0,32.4,5.7,53,24.2,66.43,1620.75,True,13.651,take_profit
2303,聯電,2022-07-08,32.94,34.4,4.34,45,29.2,1.45,35.13,True,-7.431,stop_loss
2303,聯電,2022-07-12,30.49,33.3,-5.53,35,29.1,1.45,34.37,True,16.463,hold_expired
2382,廣達,2022-05-30,62.88,39.1,4.77,40,18.3,1.38,63.27,True,1.896,hold_expired
2382,廣達,2023-08-10,194.56,36.3,-1.41,53,22.2,19.41,209.49,True,19.002,hold_expired
2382,廣達,2023-09-25,208.89,30.3,1.57,43,18.4,9.47,217.53,True,10.398,hold_expired
2382,廣達,2023-11-03,184.85,42.1,-1.48,38,31.3,8.29,197.98,True,4.25,hold_expired
2382,廣達,2024-04-24,248.64,38.8,2.36,53,18.5,10.27,250.76,True,0.576,hold_expired
2382,廣達,2024-04-26,245.77,41.8,6.63,58,22.0,10.95,251.61,True,6.214,hold_expired
2382,廣達,2024-08-12,254.84,39.5,11.48,58,37.4,16.46,267.35,True,5.618,hold_expired
2382,廣達,2024-09-13,242.91,35.5,-0.78,38,20.4,9.2,252.77,True,7.073,hold_expired
2382,廣達,2024-12-03,279.66,44.7,-1.35,35,18.9,8.11,289.2,True,-2.389,hold_expired
2382,廣達,2025-02-07,240.53,37.1,-6.49,43,32.2,8.66,255.94,True,4.96,hold_expired
2382,廣達,2025-04-11,205.69,37.1,-7.51,35,41.8,12.37,225.06,True,3.712,hold_expired
2382,廣達,2025-04-15,217.62,41.5,19.06,45,34.2,13.64,222.3,True,0.877,hold_expired
2382,廣達,2025-11-20,274.0,35.8,-3.86,38,19.5,7.86,289.93,True,4.745,hold_expired
2382,廣達,2025-12-31,272.0,34.4,2.84,43,19.5,5.79,277.48,True,3.125,hold_expired
2881,國泰金,2025-04-15,76.57,38.7,5.9,45,21.3,3.11,79.23,True,-6.303,stop_loss
2881,國泰金,2025-04-17,73.88,37.4,0.38,35,18.4,3.22,78.27,True,-0.503,hold_expired
2882,兆豐金,2024-08-08,54.82,37.0,-7.96,38,21.2,2.36,58.77,True,7.785,hold_expired
2882,兆豐金,2025-04-15,53.11,30.1,3.51,45,33.6,2.21,57.67,True,-6.25,stop_loss
2882,兆豐金,2025-04-21,51.31,32.9,-0.73,35,31.5,2.26,55.43,True,8.133,hold_expired
2883,開發金,2025-04-15,15.19,37.1,7.28,58,31.4,0.73,16.11,True,-4.321,hold_expired
2883,開發金,2025-04-17,14.58,37.1,0.32,48,28.8,0.75,15.87,True,2.251,hold_expired
2883,開發金,2025-04-21,14.68,38.3,-0.32,43,26.6,0.73,15.61,True,5.431,hold_expired
2884,玉山金,2022-05-24,22.92,31.5,2.97,43,22.0,0.7,24.02,True,0.34,hold_expired
2884,玉山金,2022-05-26,22.41,36.5,0.17,43,19.4,0.68,23.69,True,1.91,hold_expired
2885,元大金,2025-04-11,28.08,31.7,-11.92,43,28.5,1.18,31.15,True,-1.65,hold_expired
2885,元大金,2025-04-15,29.19,36.7,5.18,58,27.5,1.25,30.82,True,-5.873,hold_expired
2885,元大金,2025-04-17,28.04,34.6,0.83,43,23.6,1.33,30.36,True,-0.165,hold_expired
2885,元大金,2025-04-21,28.08,35.5,-1.14,38,24.3,1.33,29.9,True,2.64,hold_expired
2886,第一金,2022-05-24,30.08,32.5,2.06,43,18.6,0.83,31.32,True,1.882,hold_expired
2887,富邦金,2022-05-26,12.77,37.2,0.89,35,20.8,0.37,13.31,True,4.425,hold_expired
2887,富邦金,2025-04-15,15.27,37.0,5.9,45,23.1,0.57,15.89,True,-2.167,hold_expired
2887,富邦金,2025-04-17,14.8,35.3,0.32,35,20.7,0.6,15.72,True,3.514,hold_expired
2889,永豐金,2022-07-20,11.04,41.2,2.33,35,26.1,0.32,11.54,True,7.224,hold_expired
2889,永豐金,2025-07-24,15.58,38.2,-0.91,68,31.4,0.67,14.79,False,-6.637,stop_loss
2891,統一,2024-08-08,31.98,36.6,-5.99,38,20.5,1.1,34.03,True,3.704,hold_expired
3008,大立光,2022-04-21,1479.61,30.0,3.34,45,26.8,50.67,1534.88,True,-2.059,hold_expired
3008,大立光,2022-10-05,1548.25,36.9,2.05,48,25.4,55.45,1646.07,True,3.152,hold_expired
3008,大立光,2022-12-05,2031.8,44.2,0.66,63,21.5,62.42,1947.52,False,-1.31,hold_expired
3008,大立光,2024-01-23,2306.64,37.5,-2.52,48,19.8,68.79,2404.09,True,-3.181,hold_expired
3008,大立光,2024-08-06,2502.48,31.6,-7.89,48,22.6,111.18,2730.36,True,2.562,hold_expired
3008,大立光,2024-08-08,2558.4,42.1,-4.36,43,24.5,116.84,2701.23,True,7.341,hold_expired
3008,大立光,2024-08-12,2563.06,44.8,6.8,58,18.7,112.18,2663.72,True,10.096,hold_expired
3008,大立光,2024-09-13,2557.13,31.8,-1.28,38,19.3,119.52,2766.29,True,-7.394,stop_loss
3008,大立光,2024-09-24,2467.33,30.4,-0.57,43,32.4,113.44,2652.14,True,-3.257,hold_expired
3008,大立光,2024-09-26,2467.33,42.9,0.19,43,26.9,102.3,2614.33,True,-6.513,hold_expired
3008,大立光,2025-04-11,1968.59,33.9,-16.94,43,32.7,114.36,2257.43,True,2.948,hold_expired
3008,大立光,2025-04-15,2089.51,37.0,8.82,58,32.6,119.54,2231.68,True,-0.926,hold_expired
3008,大立光,2025-04-17,2094.34,40.4,9.34,53,26.2,120.23,2206.44,True,2.079,hold_expired
3008,大立光,2025-04-21,2045.98,33.8,-1.17,38,23.8,118.85,2172.7,True,6.856,hold_expired
3008,大立光,2026-01-15,2353.75,40.8,-2.83,50,21.8,104.16,2334.91,False,1.871,hold_expired
3037,欣興,2022-01-25,181.59,37.7,-9.68,38,18.6,8.8,199.3,True,8.479,hold_expired
3037,欣興,2022-04-21,199.25,33.1,1.15,43,23.9,8.51,206.61,True,-8.182,stop_loss
3037,欣興,2022-04-25,182.95,32.4,-2.18,43,25.6,8.96,203.65,True,7.921,hold_expired
3037,欣興,2022-07-04,134.95,38.1,-11.04,35,48.3,9.93,157.7,True,0.336,hold_expired
3037,欣興,2022-08-11,141.22,34.8,4.45,40,20.2,7.21,148.7,True,7.869,hold_expired
3037,欣興,2022-10-05,112.52,37.5,5.65,50,26.9,5.59,117.7,True,-7.819,stop_loss
3037,欣興,2022-11-29,139.83,37.5,-3.21,60,26.9,5.56,137.77,False,-0.993,hold_expired
3037,欣興,2023-08-16,172.85,37.3,-3.26,48,19.7,7.25,180.23,True,0.843,hold_expired
3037,欣興,2023-08-18,169.46,38.8,0.0,38,18.3,7.21,178.07,True,5.444,hold_expired
3037,欣興,2023-11-03,151.01,42.9,5.78,40,24.2,5.45,154.26,True,-1.608,hold_expired
3037,欣興,2024-08-12,156.08,30.3,5.69,50,50.2,11.64,175.32,True,-3.165,hold_expired
3037,欣興,2024-08-14,157.56,36.8,7.41,50,45.8,10.9,172.16,True,1.881,hold_expired
3037,欣興,2024-08-16,157.56,37.5,7.77,50,33.0,10.05,167.37,True,0.313,hold_expired
3037,欣興,2024-08-20,156.08,43.4,0.32,35,29.5,9.1,163.37,True,4.114,hold_expired
3037,欣興,2024-09-13,145.71,36.5,3.51,40,18.8,6.28,151.17,True,-0.678,hold_expired
3037,欣興,2024-09-20,145.21,37.3,0.68,35,18.0,5.93,148.82,True,-1.701,hold_expired
3037,欣興,2024-12-05,151.63,38.9,4.42,50,19.3,5.15,156.72,True,-7.818,stop_loss
3037,欣興,2025-03-18,106.69,30.8,-1.37,35,32.1,4.27,116.22,True,-3.241,hold_expired
3037,欣興,2025-03-20,108.17,43.3,1.86,35,30.2,3.99,114.05,True,-9.589,stop_loss
3037,欣興,2025-04-15,87.72,35.5,13.56,50,49.5,5.91,94.41,True,-2.59,hold_expired
3037,欣興,2025-04-17,83.67,37.9,9.43,50,43.8,5.92,92.16,True,12.515,hold_expired
3037,欣興,2025-04-21,80.21,36.9,-4.13,35,38.1,5.66,89.81,True,15.64,hold_expired
3231,創意,2023-08-16,120.85,34.7,6.67,68,42.1,10.86,125.47,True,-13.281,hold_expired
3231,創意,2023-08-18,113.77,41.2,4.78,58,45.5,10.69,124.86,True,-9.129,hold_expired
3231,創意,2023-09-13,96.3,38.1,-10.13,43,27.6,5.4,107.44,True,0.49,hold_expired
3231,創意,2023-09-15,98.66,39.1,-4.13,38,24.1,4.76,105.6,True,-2.871,hold_expired
3231,創意,2023-09-25,97.24,35.5,1.98,43,19.8,4.03,100.36,True,3.883,hold_expired
3231,創意,2023-10-24,90.82,35.8,1.58,43,19.8,4.68,94.76,True,-3.534,hold_expired
3231,創意,2023-10-30,88.46,30.0,1.3,43,24.2,4.5,93.17,True,3.842,hold_expired
3231,創意,2023-11-01,84.5,30.6,-6.09,38,22.6,3.74,91.59,True,9.609,hold_expired
3231,創意,2024-04-26,106.69,32.9,-1.74,38,21.5,4.72,112.92,True,1.77,hold_expired
3231,創意,2024-04-30,107.16,37.1,2.25,43,20.8,4.35,112.09,True,0.441,hold_expired
3231,創意,2024-08-08,91.67,37.8,-5.2,35,27.4,4.7,97.41,True,6.013,hold_expired
3231,創意,2025-04-11,87.32,39.1,-10.59,35,36.7,5.15,95.28,True,9.413,hold_expired
3231,創意,2026-02-06,129.0,35.5,-1.15,38,19.3,3.68,135.72,True,5.426,hold_expired
3443,中碳,2022-02-09,454.6,42.9,-1.86,38,25.4,18.32,482.16,True,-2.731,hold_expired
3443,中碳,2022-06-28,504.78,34.1,1.16,53,18.5,25.83,521.2,True,-7.854,stop_loss
3443,中碳,2022-06-30,465.13,31.3,0.1,43,20.5,26.45,515.73,True,-8.732,stop_loss
3443,中碳,2022-07-04,447.24,35.3,-13.39,43,31.3,29.08,507.1,True,-0.541,hold_expired
3443,中碳,2022-07-06,421.13,36.6,-14.77,43,37.9,31.32,494.62,True,18.485,hold_expired
3443,中碳,2022-07-12,418.71,40.6,-3.88,33,19.8,32.77,473.04,True,24.711,take_profit
3443,中碳,2022-10-28,454.98,44.8,18.07,53,61.3,34.98,467.09,True,22.21,hold_expired
3443,中碳,2023-01-03,661.43,32.6,-2.01,48,24.2,35.78,712.05,True,2.632,hold_expired
3443,中碳,2023-01-09,664.33,37.9,7.18,68,28.6,37.09,693.15,True,12.809,hold_expired
3443,中碳,2023-08-18,1312.59,34.5,5.91,58,62.6,94.8,1472.89,True,11.524,hold_expired
3443,中碳,2023-11-27,1571.21,44.0,-6.12,35,18.4,70.75,1598.29,True,4.348,hold_expired
3443,中碳,2024-02-02,1551.69,38.5,2.91,43,23.1,69.01,1628.54,True,-9.748,stop_loss
3443,中碳,2024-02-19,1488.26,31.6,-1.29,38,22.7,71.1,1576.58,True,4.262,hold_expired
3443,中碳,2024-02-21,1434.58,40.9,2.44,38,21.4,69.36,1550.23,True,5.102,hold_expired
3443,中碳,2024-02-23,1419.94,38.5,-4.28,38,18.9,65.53,1526.07,True,4.811,hold_expired
3443,中碳,2024-03-29,1210.12,30.4,-6.06,35,34.2,59.95,1339.68,True,6.855,hold_expired
3443,中碳,2024-08-14,1069.15,39.5,6.9,58,60.0,81.93,1181.43,True,5.991,hold_expired
3443,中碳,2024-09-13,1024.8,36.3,1.96,35,21.6,42.3,1071.41,True,12.5,hold_expired
3443,中碳,2025-03-20,1172.61,34.4,1.28,48,27.5,50.68,1267.7,True,-11.765,hold_expired
3443,中碳,2025-04-11,966.67,33.8,-11.62,35,39.3,65.18,1093.34,True,-6.422,hold_expired
3443,中碳,2025-04-15,1000.17,33.7,12.78,50,35.9,63.56,1074.96,True,-9.557,stop_loss
3443,中碳,2025-04-17,977.51,37.6,5.76,50,34.2,66.23,1053.43,True,3.831,hold_expired
3443,中碳,2025-04-21,943.02,38.4,-3.53,35,35.7,64.54,1032.93,True,7.106,hold_expired
3711,日月光,2022-07-14,67.96,37.5,5.09,50,27.3,2.61,69.8,True,7.908,hold_expired
3711,日月光,2024-03-25,147.08,41.7,-0.32,58,21.8,6.34,142.06,False,-1.905,hold_expired
3711,日月光,2024-08-08,132.98,32.1,-10.1,43,46.0,9.12,155.98,True,11.594,hold_expired
3711,日月光,2024-08-12,143.09,36.2,14.23,58,38.2,8.91,152.18,True,2.694,hold_expired
3711,日月光,2025-03-18,154.66,33.3,2.88,43,22.4,5.06,161.52,True,-2.492,hold_expired
3711,日月光,2025-04-11,129.6,33.7,-9.73,43,35.6,7.61,143.62,True,-5.204,hold_expired
3711,日月光,2025-04-15,130.57,34.5,6.27,58,37.1,7.92,141.48,True,-2.214,hold_expired
3711,日月光,2025-04-17,124.79,36.7,2.37,48,34.1,8.23,138.83,True,5.792,hold_expired
3711,日月光,2025-04-21,123.82,34.1,-3.02,35,33.3,7.57,135.8,True,5.447,hold_expired
3711,日月光,2025-11-26,217.5,41.3,3.82,53,20.2,8.64,225.43,True,6.207,hold_expired
4532,華擎,2022-10-18,13.14,30.8,-0.92,38,19.1,0.43,13.94,True,-1.235,hold_expired
4532,華擎,2024-08-22,22.42,37.0,-2.5,43,27.8,0.87,24.09,True,-0.791,hold_expired
4532,華擎,2025-04-15,24.21,34.8,-2.04,38,21.4,1.32,26.04,True,5.058,hold_expired
4532,華擎,2025-04-17,24.31,35.1,0.58,43,23.0,1.33,25.83,True,10.465,hold_expired
4532,華擎,2025-04-21,25.25,38.1,7.63,63,22.1,1.43,25.7,True,10.634,hold_expired
4770,熱映,2022-07-07,223.47,39.9,1.8,48,31.9,10.7,233.37,True,2.745,hold_expired
4770,熱映,2022-07-11,220.84,42.9,8.15,48,22.9,10.39,229.97,True,4.167,hold_expired
4770,熱映,2022-11-02,233.54,36.4,5.54,58,33.2,9.73,248.88,True,16.323,hold_expired
4770,熱映,2023-03-27,270.44,33.2,-3.11,38,23.4,11.53,285.3,True,1.349,hold_expired
4770,熱映,2023-03-29,269.53,39.4,3.21,48,20.1,10.63,281.56,True,-0.677,hold_expired
4770,熱映,2023-08-29,252.2,32.0,0.55,43,18.6,6.61,263.26,True,2.351,hold_expired
4770,熱映,2024-03-14,348.88,35.1,-4.61,63,20.1,20.29,345.51,False,10.196,hold_expired
4770,熱映,2025-04-02,266.41,32.2,-14.11,35,29.2,13.87,309.44,True,-9.854,stop_loss
4770,熱映,2025-04-18,226.54,35.3,6.15,50,56.4,16.18,257.94,True,5.15,hold_expired
4770,熱映,2025-04-22,218.76,32.7,-6.44,35,50.3,14.9,247.62,True,10.222,hold_expired
4770,熱映,2025-11-27,208.07,38.0,0.23,48,26.6,6.91,218.62,True,10.748,hold_expired
4770,熱映,2025-12-01,206.12,32.1,2.91,35,19.2,5.87,215.22,True,11.792,take_profit
4938,和碩,2025-04-11,73.86,33.4,-10.02,35,32.8,3.38,81.57,True,-1.28,hold_expired
4938,和碩,2025-04-15,74.15,33.8,6.09,50,32.0,3.6,80.28,True,1.148,hold_expired
4938,和碩,2025-04-17,74.43,37.4,4.24,45,27.2,3.69,79.06,True,4.701,hold_expired
4938,和碩,2025-04-21,74.43,35.5,0.9,35,24.7,3.66,77.89,True,2.668,hold_expired
4952,凌華,2022-01-25,47.24,33.6,-3.83,38,19.0,1.32,50.36,True,4.478,hold_expired
4952,凌華,2022-04-21,58.68,41.2,2.32,48,23.4,1.78,59.64,True,-5.34,stop_loss
4952,凌華,2022-07-14,48.41,37.4,5.34,58,32.3,2.39,50.13,True,12.762,hold_expired
4952,凌華,2022-09-15,45.03,30.5,1.72,35,19.0,1.18,47.27,True,-9.398,hold_expired
4952,凌華,2022-10-14,38.38,37.1,-6.97,35,26.6,1.83,41.22,True,-4.079,hold_expired
4952,凌華,2024-08-12,51.77,37.2,7.25,58,39.6,2.69,55.78,True,2.559,hold_expired
4952,凌華,2025-04-15,39.66,33.8,9.69,50,45.2,2.23,43.62,True,-6.086,hold_expired
4952,凌華,2025-04-17,38.52,35.1,7.67,50,38.8,2.35,42.65,True,1.966,hold_expired
4952,凌華,2025-04-21,37.05,34.1,-2.97,35,37.1,2.37,41.58,True,6.003,hold_expired
4952,凌華,2026-04-01,40.0,32.1,-5.33,38,24.8,1.63,43.36,True,5.25,hold_expired
4952,凌華,2026-04-09,40.65,39.1,4.9,58,20.1,1.6,41.86,True,8.856,hold_expired
5203,互盛電,2024-08-12,90.25,35.2,5.13,58,26.9,4.47,94.72,True,2.66,hold_expired
5203,互盛電,2025-04-11,91.88,32.5,-17.5,43,35.6,6.31,107.38,True,-7.732,hold_expired
5203,互盛電,2025-04-15,94.28,33.3,4.36,53,37.4,6.47,104.95,True,-5.193,hold_expired
5203,互盛電,2025-04-17,90.44,34.9,-2.79,43,39.3,5.99,102.61,True,6.688,hold_expired
5203,互盛電,2025-04-21,86.02,32.7,-3.45,43,39.6,5.8,100.09,True,10.156,hold_expired
5203,互盛電,2025-04-23,87.85,36.4,-3.07,43,38.9,5.65,97.37,True,10.929,hold_expired
5203,互盛電,2026-03-18,64.0,41.8,0.95,35,32.0,2.64,67.71,True,0.625,hold_expired
5215,科嘉-KY,2022-07-06,35.87,35.5,-9.92,35,29.5,1.42,40.28,True,8.228,hold_expired
5215,科嘉-KY,2022-07-08,37.4,41.5,5.99,40,24.4,1.34,39.49,True,0.903,hold_expired
5215,科嘉-KY,2023-09-25,51.22,42.2,-8.75,48,18.9,2.87,51.72,True,1.599,hold_expired
5215,科嘉-KY,2024-08-12,40.92,37.2,6.32,50,33.4,1.83,43.54,True,2.286,hold_expired
5215,科嘉-KY,2024-08-14,40.64,41.7,3.95,40,25.7,1.79,42.78,True,5.984,hold_expired
5215,科嘉-KY,2025-04-15,35.73,33.9,12.19,50,37.8,1.63,38.39,True,-1.309,hold_expired
5215,科嘉-KY,2025-04-17,35.5,37.2,6.15,50,31.0,1.65,37.7,True,0.527,hold_expired
5215,科嘉-KY,2025-04-21,35.17,37.7,1.35,40,26.9,1.55,37.03,True,3.723,hold_expired
5388,環球晶,2022-05-18,67.03,34.8,6.12,63,20.7,2.84,68.63,True,0.897,hold_expired
5388,環球晶,2022-10-05,72.62,37.8,7.37,53,24.4,2.63,75.55,True,-7.101,stop_loss
5388,環球晶,2022-10-28,63.51,31.4,-1.73,38,21.2,2.62,68.8,True,4.465,hold_expired
5388,環球晶,2022-11-01,65.66,35.2,1.6,43,21.4,2.22,68.44,True,2.356,hold_expired
5388,環球晶,2023-07-20,98.82,40.0,-5.6,53,20.2,4.87,99.52,True,11.416,hold_expired
5388,環球晶,2024-08-12,101.91,38.1,9.11,45,19.8,4.47,105.11,True,0.917,hold_expired
5388,環球晶,2025-04-15,99.84,31.8,8.99,58,47.5,6.9,109.93,True,-1.942,hold_expired
5388,環球晶,2025-04-17,94.71,30.3,4.38,53,46.1,7.01,107.51,True,4.913,hold_expired
5388,環球晶,2025-04-21,94.32,34.0,3.73,53,43.7,6.45,104.87,True,7.4,hold_expired
5388,環球晶,2025-11-24,79.29,37.2,0.37,40,28.9,1.86,83.38,True,2.934,hold_expired
5471,松翰,2022-05-04,62.33,33.3,1.45,35,18.5,1.38,65.05,True,-3.886,stop_loss
5471,松翰,2022-06-28,56.11,31.6,0.43,35,19.7,1.45,58.7,True,-12.95,stop_loss
5471,松翰,2022-07-06,48.52,30.9,-12.52,35,27.1,1.86,55.25,True,8.819,hold_expired
5471,松翰,2022-07-08,50.46,33.9,3.31,40,24.1,1.81,54.16,True,7.2,hold_expired
5471,松翰,2022-10-05,44.82,30.2,7.1,50,26.0,1.48,47.79,True,-6.526,stop_loss
5471,松翰,2022-10-14,41.67,39.9,-6.75,35,28.6,1.83,45.11,True,-3.132,hold_expired
5471,松翰,2022-10-18,42.16,39.0,0.64,35,22.0,1.7,44.31,True,-1.921,hold_expired
5471,松翰,2024-08-14,43.05,35.7,1.14,40,25.5,1.46,45.56,True,-0.9,hold_expired
5471,松翰,2024-08-16,43.05,33.8,2.18,35,18.5,1.35,44.82,True,1.237,hold_expired
5471,松翰,2025-04-11,32.44,30.2,-14.97,35,35.2,1.77,37.21,True,-2.09,hold_expired
5471,松翰,2025-04-15,33.89,36.1,6.71,50,36.1,1.89,36.64,True,-3.0,hold_expired
5471,松翰,2025-04-17,33.07,31.8,4.92,45,30.9,1.93,36.02,True,2.05,hold_expired
5471,松翰,2025-04-21,31.96,32.4,-2.22,35,31.0,1.78,35.3,True,5.455,hold_expired
5538,融程電,2022-04-11,47.15,38.5,2.3,53,21.8,1.46,48.24,True,-5.872,stop_loss
5538,融程電,2025-04-15,30.08,37.9,5.15,45,21.0,1.73,31.83,True,-3.633,hold_expired
6116,彩晶,2022-07-06,9.83,39.0,-6.82,35,35.9,0.5,10.82,True,2.238,hold_expired
6116,彩晶,2022-09-06,11.8,43.2,0.0,50,19.5,0.41,11.38,False,4.661,hold_expired
6116,彩晶,2023-08-30,12.15,36.8,0.0,38,20.3,0.31,12.66,True,-1.235,hold_expired
6116,彩晶,2024-08-12,8.62,36.6,5.38,45,25.0,0.32,9.16,True,3.248,hold_expired
6116,彩晶,2025-04-11,6.81,32.0,-14.23,35,43.5,0.38,7.81,True,1.322,hold_expired
6116,彩晶,2025-04-15,7.15,37.6,11.02,50,41.6,0.39,7.69,True,-2.517,hold_expired
6116,彩晶,2025-04-17,6.98,38.9,8.89,50,32.8,0.4,7.53,True,2.292,hold_expired
6116,彩晶,2025-04-21,6.87,38.6,-1.43,35,29.1,0.39,7.36,True,2.766,hold_expired
6116,彩晶,2026-01-23,9.03,37.4,-8.14,58,37.0,0.68,9.47,True,-8.416,hold_expired
6116,彩晶,2026-01-29,8.5,31.4,-12.82,48,24.1,0.53,9.71,True,-2.471,hold_expired
6116,彩晶,2026-02-10,8.18,33.8,-1.09,43,33.4,0.47,9.06,True,8.068,hold_expired
6139,太陽能,2022-05-06,24.73,30.3,0.51,43,20.7,0.5,25.97,True,4.949,hold_expired
6139,太陽能,2023-06-02,53.83,42.9,-4.85,58,22.7,1.86,53.19,False,-4.934,hold_expired
6139,太陽能,2023-08-01,68.62,38.0,-1.27,63,22.6,3.14,66.78,False,1.032,hold_expired
6139,太陽能,2023-10-18,99.41,36.4,2.37,73,30.0,6.61,96.95,False,23.611,take_profit
6139,太陽能,2023-11-13,119.2,44.7,-3.0,58,18.4,6.38,116.88,False,21.236,hold_expired
6139,太陽能,2024-05-03,234.48,36.4,-12.15,53,29.7,24.89,278.27,True,-11.66,hold_expired
6139,太陽能,2024-05-09,229.85,38.6,-7.12,53,49.1,21.25,270.35,True,-13.105,hold_expired
