ticker,entry_date,exit_date,entry_price,exit_price,pnl_pct,exit_reason,name
2317.TW,2023-07-14,2023-08-28,103.02098846435547,101.6097412109375,-1.3698638252789141,HOLD,鴻海
2317.TW,2024-04-23,2024-04-24,135.4796600341797,146.76962280273438,8.333326763372732,TP,鴻海
2317.TW,2024-04-25,2024-05-06,142.535888671875,157.5891876220703,10.561058755418985,TP,鴻海
2317.TW,2024-07-31,2024-08-05,191.06105041503906,162.11241149902344,-15.151512489401126,SL,鴻海
2317.TW,2024-11-08,2024-11-28,210.36013793945312,188.64866638183594,-10.32109589311369,SL,鴻海
2317.TW,2024-12-04,2025-01-13,193.95591735839844,165.48974609375,-14.676619126833684,SL,鴻海
2317.TW,2025-06-04,2025-07-01,150.53294372558594,159.70001220703125,6.089742387657298,TP,鴻海
2317.TW,2025-07-21,2025-07-28,165.0,176.0,6.666666666666667,TP,鴻海
2317.TW,2025-09-08,2025-09-12,203.5,217.5,6.87960687960688,TP,鴻海
2317.TW,2025-12-05,2026-01-19,231.0,229.5,-0.6493506493506493,HOLD,鴻海
2379.TW,2022-09-14,2022-09-27,279.00787353515625,250.8033447265625,-10.1088648328198,SL,瑞昱
2379.TW,2022-12-15,2023-01-09,262.0851745605469,278.573974609375,6.291389841671065,TP,瑞昱
2379.TW,2023-03-22,2023-04-25,341.4917907714844,298.968017578125,-12.452355910896538,SL,瑞昱
2379.TW,2023-08-17,2023-09-04,353.64141845703125,377.50677490234375,6.748461916434777,TP,瑞昱
2379.TW,2023-09-20,2023-11-06,373.2236328125,379.22845458984375,1.6089071670229553,HOLD,瑞昱
2379.TW,2024-01-19,2024-02-20,423.10992431640625,450.3626708984375,6.441055861798067,TP,瑞昱
2379.TW,2024-04-10,2024-04-22,527.501708984375,465.6056823730469,-11.733805892401675,SL,瑞昱
2379.TW,2024-06-17,2024-07-29,518.2634887695312,463.758056640625,-10.516934592153856,SL,瑞昱
2379.TW,2025-01-17,2025-03-03,512.594482421875,528.7916870117188,3.1598476271762017,HOLD,瑞昱
2379.TW,2025-03-11,2025-04-07,533.5555419921875,454.4750061035156,-14.821425262195065,SL,瑞昱
2379.TW,2025-06-27,2025-08-11,537.36669921875,507.83056640625,-5.496457606219566,HOLD,瑞昱
2379.TW,2025-10-13,2025-11-19,544.0,488.5,-10.20220588235294,SL,瑞昱
2379.TW,2026-01-28,2026-02-05,525.0,463.0,-11.80952380952381,SL,瑞昱
2376.TW,2022-08-31,2022-09-12,79.16455841064453,83.95681762695312,6.053541272156231,TP,技嘉
2376.TW,2022-10-05,2022-11-04,83.49602508544922,89.20988464355469,6.84327134406452,TP,技嘉
2376.TW,2022-12-14,2022-12-15,98.61009979248047,105.06123352050781,6.542061859387021,TP,技嘉
2376.TW,2022-12-16,2023-01-09,98.61009979248047,104.60043334960938,6.074766752832858,TP,技嘉
2376.TW,2023-03-21,2023-03-24,110.59075927734375,118.88507080078125,7.5000041392578805,TP,技嘉
2376.TW,2023-05-03,2023-05-11,122.11063385009766,129.9441375732422,6.415087266487289,TP,技嘉
2376.TW,2023-07-06,2023-07-12,243.29966735839844,280.1632385253906,15.151509069960797,TP,技嘉
2376.TW,2023-08-09,2023-08-24,309.1968078613281,333.1983947753906,7.762559736653875,TP,技嘉
2376.TW,2023-08-25,2023-09-06,322.3741455078125,288.4895935058594,-10.51093968735528,SL,技嘉
2376.TW,2024-01-11,2024-01-22,247.5457000732422,280.0184326171875,13.117873804448024,TP,技嘉
2376.TW,2024-03-05,2024-03-14,340.2576904296875,298.84320068359375,-12.171507334277825,SL,技嘉
2376.TW,2024-03-27,2024-04-08,291.7839050292969,320.02105712890625,9.67741935483871,TP,技嘉
2376.TW,2024-06-19,2024-07-18,297.9019470214844,266.8410949707031,-10.426535429303915,SL,技嘉
2376.TW,2024-11-25,2025-01-09,272.9822998046875,266.7123718261719,-2.2968258319318187,HOLD,技嘉
2376.TW,2025-03-10,2025-04-07,257.5486755371094,214.62388610839844,-16.66667061641559,SL,技嘉
2376.TW,2025-06-02,2025-06-03,256.5840759277344,272.5,6.2030053949054365,TP,技嘉
2376.TW,2025-06-30,2025-08-11,272.9822998046875,289.5,6.050831942997964,TP,技嘉
2376.TW,2025-08-27,2025-10-03,284.5,311.5,9.490333919156415,TP,技嘉
2376.TW,2025-10-21,2025-11-17,288.0,256.0,-11.11111111111111,SL,技嘉
2382.TW,2022-07-14,2022-08-02,63.83121871948242,67.85283660888672,6.3003933969645916,TP,廣達
2382.TW,2022-12-27,2023-01-30,61.8176383972168,65.78363800048828,6.415643991100839,TP,廣達
2382.TW,2023-04-24,2023-05-08,78.5631103515625,83.5541763305664,6.352938365944725,TP,廣達
2382.TW,2023-08-15,2023-08-16,227.8330078125,249.55340576171875,9.533472852666728,TP,廣達
2382.TW,2023-09-04,2023-09-19,227.37088012695312,202.41554260253906,-10.975608446640214,SL,廣達
2382.TW,2023-09-27,2023-10-02,212.58251953125,235.22718811035156,10.652178094903404,TP,廣達
2382.TW,2024-01-17,2024-01-22,211.1961212158203,234.30291748046875,10.940918863294707,TP,廣達
2382.TW,2024-03-06,2024-03-28,227.8330078125,258.7961120605469,13.59026268640083,TP,廣達
2382.TW,2024-04-24,2024-05-14,248.6383514404297,275.3634033203125,10.748563817712476,TP,廣達
2382.TW,2024-06-13,2024-06-19,271.06829833984375,301.6112060546875,11.267605950936947,TP,廣達
2382.TW,2024-07-08,2024-07-10,304.95184326171875,325.4728698730469,6.729267936812032,TP,廣達
2382.TW,2024-11-25,2025-01-09,285.3852844238281,274.88616943359375,-3.6789265471172823,HOLD,廣達
2382.TW,2025-06-02,2025-06-13,258.6602478027344,274.408935546875,6.0885612992032945,TP,廣達
2382.TW,2025-06-27,2025-08-07,272.5,289.0,6.055045871559633,TP,廣達
2382.TW,2025-10-21,2025-10-27,291.0,309.5,6.357388316151202,TP,廣達
2382.TW,2025-10-28,2025-11-18,304.0,270.0,-11.18421052631579,SL,廣達
2382.TW,2025-12-01,2026-01-15,287.0,283.0,-1.3937282229965158,HOLD,廣達
3665.TW,2022-04-18,2022-05-05,265.3548889160156,304.2735900878906,14.666660686320615,TP,穎崴
3665.TW,2022-05-10,2022-06-20,281.7184753417969,250.76034545898438,-10.989030749670334,SL,穎崴
3665.TW,2022-06-27,2022-07-18,275.96905517578125,305.0946044921875,10.553918553605381,TP,穎崴
3665.TW,2022-08-09,2022-08-30,288.2209167480469,310.56719970703125,7.753178780747113,TP,穎崴
3665.TW,2022-09-15,2022-09-26,291.8692932128906,260.8581848144531,-10.624998627662375,SL,穎崴
3665.TW,2023-03-22,2023-05-08,251.73727416992188,238.0780029296875,-5.426002678893873,HOLD,穎崴
3665.TW,2023-07-26,2023-08-11,289.6800842285156,259.0867919921875,-10.561061633838262,SL,穎崴
3665.TW,2023-11-09,2023-12-25,249.52638244628906,248.57034301757812,-0.38314162187508427,HOLD,穎崴
3665.TW,2023-12-28,2024-01-26,253.82858276367188,222.2792510986328,-12.42938495008389,SL,穎崴
3665.TW,2024-07-30,2024-08-01,383.0052795410156,405.9953918457031,6.002557544960816,TP,穎崴
3665.TW,2024-08-12,2024-08-19,377.6246337890625,411.37603759765625,8.937818348854583,TP,穎崴
3665.TW,2024-09-12,2024-09-23,411.8652038574219,441.2142639160156,7.125889680341559,TP,穎崴
3665.TW,2024-10-14,2024-10-22,447.5732116699219,484.2595520019531,8.196723882368287,TP,穎崴
3665.TW,2025-01-02,2025-01-09,591.872802734375,629.0482788085938,6.280990763973763,TP,穎崴
3665.TW,2025-01-20,2025-02-10,603.6124267578125,641.7662353515625,6.320911714605646,TP,穎崴
3665.TW,2025-05-27,2025-06-11,608.50390625,653.5057983398438,7.395497650487556,TP,穎崴
3665.TW,2025-07-29,2025-08-08,888.0,973.0,9.572072072072071,TP,穎崴
3665.TW,2025-08-27,2025-08-29,961.0,1075.0,11.86264308012487,TP,穎崴
3665.TW,2025-09-01,2025-09-04,976.0,1060.0,8.60655737704918,TP,穎崴
3665.TW,2025-10-03,2025-10-14,1060.0,1125.0,6.132075471698113,TP,穎崴
3665.TW,2025-11-14,2025-11-17,1520.0,1625.0,6.907894736842106,TP,穎崴
3665.TW,2025-12-01,2025-12-16,1600.0,1440.0,-10.0,SL,穎崴
3665.TW,2025-12-24,2026-01-12,1550.0,1395.0,-10.0,SL,穎崴
3665.TW,2026-01-14,2026-01-19,1495.0,1315.0,-12.040133779264215,SL,穎崴
3034.TW,2022-09-13,2022-09-23,215.72262573242188,193.16607666015625,-10.4562741138912,SL,緯穎
3034.TW,2022-11-30,2022-12-27,244.84107971191406,261.65594482421875,6.867664989914872,TP,緯穎
3034.TW,2023-03-23,2023-04-11,355.1631164550781,380.18035888671875,7.043874003962027,TP,緯穎
3034.TW,2023-05-03,2023-06-07,349.83154296875,374.0285949707031,6.916772511881416,TP,緯穎
3034.TW,2023-07-07,2023-07-31,357.21368408203125,380.4820861816406,6.513860788789372,TP,緯穎
3034.TW,2023-10-05,2023-11-01,395.28857421875,421.76080322265625,6.696937561685429,TP,緯穎
3034.TW,2023-11-23,2024-01-08,445.0922546386719,448.68170166015625,0.8064501199640748,HOLD,緯穎
3034.TW,2024-01-12,2024-02-19,457.65533447265625,493.5498962402344,7.843142877147592,TP,緯穎
3034.TW,2024-03-18,2024-05-02,542.9048461914062,552.77587890625,1.818188359174017,HOLD,緯穎
3034.TW,2024-05-17,2024-07-01,541.110107421875,556.3653564453125,2.8192504287383024,HOLD,緯穎
3034.TW,2024-07-04,2024-07-22,556.3653564453125,496.52435302734375,-10.755702655589552,SL,緯穎
3034.TW,2025-01-16,2025-02-04,478.5205993652344,510.7378234863281,6.732672358061584,TP,緯穎
3034.TW,2025-03-18,2025-04-07,516.4232177734375,452.93634033203125,-12.29357535765537,SL,緯穎
3034.TW,2025-06-16,2025-07-31,489.8913879394531,475.0,-3.0397325419596046,HOLD,緯穎
